coin,id,timestamp,signal_direction,signal_strength,bad_traders_total,long_count,short_count,long_percentage,short_percentage,long_usd_value,short_usd_value,long_usd_percentage,short_usd_percentage,confidence_score,primary_metric,current_price
BTC,9042,2025-12-27 03:41:31,SHORT,MODERATE,187,127,60,67.9144385026738,32.0855614973262,12384340.19622,11279038.2966,52.33546934127639,47.66453065872362,0.358,count,87462.5
BTC,9088,2025-12-27 04:42:41,SHORT,MODERATE,186,126,60,67.74193548387096,32.25806451612903,12590252.36218,9960575.11011,55.830556007980846,44.16944399201915,0.355,count,87451.5
BTC,9134,2025-12-27 05:43:50,SHORT,MODERATE,186,126,60,67.74193548387096,32.25806451612903,12909780.22962,9953675.59911,56.46469337936959,43.5353066206304,0.355,count,87474.5
BTC,9180,2025-12-27 06:44:59,SHORT,MODERATE,186,126,60,67.74193548387096,32.25806451612903,13449430.77359,9862483.79171,57.693377075127074,42.30662292487292,0.355,count,87427.5
BTC,9226,2025-12-27 07:46:08,SHORT,MODERATE,186,127,59,68.27956989247312,31.72043010752688,14024301.3664,8589510.29454,62.016530325242144,37.983469674757856,0.366,count,87503.5
BTC,9272,2025-12-27 08:47:20,SHORT,MODERATE,186,128,58,68.81720430107528,31.182795698924732,14261102.12068,8493137.79354,62.674482533550545,37.32551746644946,0.376,count,87559.5
BTC,9320,2025-12-27 09:48:29,SHORT,MODERATE,187,128,59,68.44919786096256,31.550802139037433,14256100.45772,8494670.45392,62.662054455597094,37.337945544402906,0.369,count,87594.5
BTC,9368,2025-12-27 10:49:38,SHORT,MODERATE,188,126,62,67.02127659574468,32.97872340425532,14187746.24785,8491041.21682,62.55954499310109,37.4404550068989,0.34,count,87439.5
BTC,9413,2025-12-27 11:50:48,SHORT,MODERATE,186,124,62,66.66666666666666,33.33333333333333,14145934.25099,8726319.16488,61.84757572323324,38.15242427676676,0.333,count,87460.5
BTC,9459,2025-12-27 12:51:57,SHORT,MODERATE,186,124,62,66.66666666666666,33.33333333333333,14147605.92808,8722402.08184,61.86095746859115,38.13904253140885,0.333,count,87432.5
BTC,9504,2025-12-27 13:53:06,SHORT,MODERATE,181,120,61,66.29834254143645,33.70165745856354,13644263.81408,8736605.83015,60.96395730358771,39.036042696412295,0.326,count,87433.5
BTC,9548,2025-12-27 14:54:15,SHORT,MODERATE,180,120,60,66.66666666666666,33.33333333333333,13631539.69884,8761379.76132,60.874330044781935,39.125669955218065,0.333,count,87493.5
BTC,9596,2025-12-27 15:55:24,SHORT,MODERATE,179,118,61,65.92178770949721,34.07821229050279,13636154.714,8785122.46066,60.81792133327384,39.18207866672617,0.318,count,87542.5
BTC,9639,2025-12-27 16:56:34,SHORT,MODERATE,177,119,58,67.2316384180791,32.7683615819209,13617733.16714,8902916.08702,60.467764554454575,39.532235445545425,0.345,count,87469.5
BTC,9684,2025-12-27 17:57:43,SHORT,MODERATE,181,122,59,67.40331491712708,32.59668508287293,13848102.25829,8920667.15757,60.82060038187155,39.17939961812845,0.348,count,87525.5
BTC,9730,2025-12-27 18:58:52,SHORT,MODERATE,181,122,59,67.40331491712708,32.59668508287293,13999577.61169,8952083.0834,60.99592442426138,39.004075575738625,0.348,count,87460.5
BTC,9754,2025-12-27 19:29:27,SHORT,MODERATE,181,122,59,67.40331491712708,32.59668508287293,14011390.9968,8940595.0976,61.046529651822176,38.95347034817782,0.348,count,87520.5
BTC,9799,2025-12-27 20:30:37,SHORT,MODERATE,182,123,59,67.58241758241759,32.417582417582416,13958118.70321,8928453.78043,60.98824414703283,39.01175585296716,0.352,count,87511.5
BTC,9847,2025-12-27 21:31:46,SHORT,MODERATE,183,123,60,67.21311475409836,32.78688524590164,16388012.13436,9113481.05342,64.26295124637224,35.737048753627754,0.344,count,87612.5
BTC,9896,2025-12-27 22:32:55,SHORT,MODERATE,182,122,60,67.03296703296702,32.967032967032964,16210403.48438,10474616.47587,60.74720389389633,39.25279610610367,0.341,count,87596.5
BTC,9945,2025-12-27 23:34:05,SHORT,MODERATE,182,123,59,67.58241758241759,32.417582417582416,16332052.20241,10447154.760809999,60.98781127029383,39.01218872970615,0.352,count,87628.5
BTC,9995,2025-12-28 00:35:14,SHORT,MODERATE,183,124,59,67.75956284153006,32.240437158469945,16280547.32737,10610743.90756,60.54208102221082,39.45791897778917,0.355,count,87779.5
BTC,10043,2025-12-28 01:36:23,SHORT,MODERATE,182,122,60,67.03296703296702,32.967032967032964,16268927.34258,10654399.90988,60.42688256925414,39.57311743074586,0.341,count,87820.5
BTC,10090,2025-12-28 02:37:33,SHORT,MODERATE,185,127,58,68.64864864864865,31.351351351351354,16312601.447999999,10687318.86,60.41722072478348,39.58277927521652,0.373,count,87825.5
BTC,10138,2025-12-28 03:38:42,SHORT,MODERATE,184,125,59,67.93478260869566,32.065217391304344,16284721.595999999,10699594.55125,60.34883932998834,39.65116067001167,0.359,count,87727.5
BTC,10186,2025-12-28 04:39:52,SHORT,MODERATE,185,125,60,67.56756756756756,32.432432432432435,14372486.70761,10691089.10529,57.34411887154829,42.65588112845172,0.351,count,87738.5
BTC,10234,2025-12-28 05:41:02,SHORT,MODERATE,183,124,59,67.75956284153006,32.240437158469945,14305142.8008,10682291.23653,57.24934692945589,42.750653070544104,0.355,count,87629.5
BTC,10283,2025-12-28 06:42:12,SHORT,MODERATE,184,123,61,66.84782608695652,33.15217391304348,14343425.6939,10735629.02169,57.19284820166541,42.80715179833459,0.337,count,87757.5
BTC,10331,2025-12-28 07:43:21,SHORT,MODERATE,183,122,61,66.66666666666666,33.33333333333333,14337143.85387,10726670.14243,57.202562451135705,42.797437548864295,0.333,count,87650.5
BTC,10379,2025-12-28 08:44:30,SHORT,MODERATE,185,125,60,67.56756756756756,32.432432432432435,14483020.82725,10723740.2162,57.456889452337734,42.543110547662266,0.351,count,87816.5
BTC,10427,2025-12-28 09:45:39,SHORT,MODERATE,185,124,61,67.02702702702703,32.972972972972975,14453381.5642,11175882.62598,56.39405586110387,43.60594413889613,0.341,count,87739.5
BTC,10475,2025-12-28 10:46:48,SHORT,MODERATE,187,125,62,66.84491978609626,33.155080213903744,14615608.27254,11278978.51811,56.44271673729659,43.55728326270341,0.337,count,87801.5
BTC,10523,2025-12-28 11:47:57,SHORT,MODERATE,186,127,59,68.27956989247312,31.72043010752688,14640354.6577,11266388.3081,56.51175324133574,43.48824675866425,0.366,count,87789.5
BTC,10571,2025-12-28 12:49:06,SHORT,MODERATE,184,125,59,67.93478260869566,32.065217391304344,14579221.6348,11317856.54325,56.29678195572326,43.70321804427673,0.359,count,87792.5
BTC,10620,2025-12-28 13:50:16,SHORT,MODERATE,187,126,61,67.37967914438502,32.62032085561498,14585725.35475,11689153.02206,55.51205659480139,44.48794340519861,0.348,count,87879.5
BTC,10667,2025-12-28 14:51:25,SHORT,MODERATE,185,126,59,68.10810810810811,31.891891891891895,14612548.27505,12887063.94345,53.13728847863389,46.8627115213661,0.362,count,87945.5
BTC,10715,2025-12-28 15:52:34,SHORT,MODERATE,185,125,60,67.56756756756756,32.432432432432435,14629826.75552,13266520.21738,52.443521618555266,47.556478381444734,0.351,count,87895.5
BTC,10765,2025-12-28 16:53:43,SHORT,MODERATE,184,124,60,67.3913043478261,32.608695652173914,14501168.82295,13503066.2856,51.78205641661191,48.2179435833881,0.348,count,87786.5
BTC,10815,2025-12-28 17:54:53,SHORT,MODERATE,182,123,59,67.58241758241759,32.417582417582416,14498360.07704,13498129.55283,51.78634989142146,48.213650108578555,0.352,count,87759.5
BTC,10866,2025-12-28 18:56:02,SHORT,MODERATE,183,121,62,66.12021857923497,33.87978142076503,14588271.44365,13425386.9978,52.07556690298143,47.92443309701857,0.322,count,87566.5
BTC,10916,2025-12-28 19:57:14,SHORT,MODERATE,184,122,62,66.30434782608695,33.69565217391305,14584286.81113,13550153.33757,51.83784263716331,48.1621573628367,0.326,count,87533.5
BTC,10966,2025-12-28 20:58:24,SHORT,MODERATE,185,121,64,65.4054054054054,34.5945945945946,12308760.04467,13559208.99899,47.5830167567282,52.4169832432718,0.308,count,87526.5
BTC,11016,2025-12-28 21:59:33,SHORT,MODERATE,185,123,62,66.48648648648648,33.513513513513516,12233846.60117,13505052.53815,47.53057438451584,52.469425615484155,0.33,count,87541.5
BTC,11040,2025-12-28 22:30:07,SHORT,MODERATE,186,125,61,67.20430107526882,32.795698924731184,12246289.94415,13608302.52493,47.366014215058975,52.63398578494103,0.344,count,87616.5
BTC,11091,2025-12-28 23:31:16,SHORT,MODERATE,180,121,59,67.22222222222223,32.77777777777778,12251864.27392,13647059.05259,47.30646181487806,52.693538185121945,0.344,count,87656.5
BTC,11140,2025-12-29 00:32:25,SHORT,MODERATE,181,126,55,69.61325966850829,30.386740331491712,12613488.71247,13521905.96745,48.262093865224955,51.73790613477504,0.392,count,88243.5
BTC,11189,2025-12-29 01:33:35,SHORT,MODERATE,182,124,58,68.13186813186813,31.868131868131865,12169597.27856,13710015.024670001,47.02387785400142,52.97612214599857,0.363,count,88032.5
BTC,11237,2025-12-29 02:34:44,SHORT,MODERATE,181,122,59,67.40331491712708,32.59668508287293,12514057.12245,14138641.701890001,46.95230755026507,53.04769244973493,0.348,count,89094.5
BTC,11285,2025-12-29 03:35:53,SHORT,MODERATE,184,124,60,67.3913043478261,32.608695652173914,12451656.42668,15207432.6924,45.01831702798378,54.98168297201622,0.348,count,89704.5
BTC,11333,2025-12-29 04:37:02,SHORT,MODERATE,184,121,63,65.76086956521739,34.23913043478261,12215226.57436,15133100.078,44.665352764118374,55.33464723588162,0.315,count,90292.5
BTC,11382,2025-12-29 05:38:11,SHORT,MODERATE,189,123,66,65.07936507936508,34.92063492063492,12809477.39238,15835023.17866,44.7188016443567,55.281198355643305,0.302,count,90130.5
BTC,11434,2025-12-29 06:39:21,SHORT,MODERATE,189,119,70,62.96296296296296,37.03703703703704,12570503.79462,16411498.79185,43.37348241245562,56.62651758754438,0.259,count,89892.5
BTC,11486,2025-12-29 07:40:30,SHORT,MODERATE,185,113,72,61.08108108108108,38.91891891891892,11926431.4106,16527373.8196,41.91506659341876,58.08493340658124,0.222,count,89619.5
BTC,11534,2025-12-29 08:41:40,SHORT,MODERATE,183,113,70,61.74863387978142,38.25136612021858,12090597.16016,16377018.13552,42.47140842174709,57.5285915782529,0.235,count,89650.5
BTC,11589,2025-12-29 09:42:49,SHORT,MODERATE,178,103,75,57.865168539325836,42.13483146067416,9878415.73152,15638795.9483,38.712755356935155,61.287244643064845,0.157,count,88189.5
BTC,11631,2025-12-29 10:43:59,SHORT,MODERATE,179,116,63,64.80446927374301,35.19553072625698,10511943.12196,11513414.60001,47.72654889266328,52.27345110733672,0.296,count,87877.5
BTC,11680,2025-12-29 11:45:08,SHORT,MODERATE,177,116,61,65.5367231638418,34.463276836158194,10547196.95683,11554390.59003,47.72144505216075,52.27855494783924,0.311,count,87598.5
